         24506273 function calls (12656933 primitive calls) in 23.992 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/groupoid.py:62(_make_named_class_key)
        7    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:62(salt)
        3    0.000    0.000    0.000    0.000 {built-in method sage.structure.element.parent}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3160(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring_constructor.py:645(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'is_unit' of 'sage.rings.finite_rings.integer_mod.IntegerMod_int64' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:76(__init__)
        2    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1154(__new__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:311(length_is_unknown)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:171(__setitem__)
        6    0.000    0.000    0.000    0.000 {method 'zero' of 'sage.rings.ring.Ring' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_ast.py:169(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:214(create_key_and_extra_args)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/superseded.py:32(_check_issue_number)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1847(or_subcategory)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:1294(is_field)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/bimodules.py:144(right_base_ring)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_ast.py:369(__init__)
        5    0.000    0.000    0.000    0.000 {method 'set_immutable' of 'sage.structure.element.ModuleElementWithMutability' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2193(additional_structure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:470(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 {method 'ngens' of 'sage.rings.integer_ring.IntegerRing_class' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/noetherian_rings.py:52(super_categories)
        1    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:66(rej_sampling_s)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'base' of 'sage.structure.category_object.CategoryObject' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:431(_get_iscased)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib.machinery>:19(all_suffixes)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:519(visit_arg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/numpy/_pytesttester.py:75(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/homsets.py:330(is_endomorphism_set)
        2    0.000    0.000    0.000    0.000 {method 'ncols' of 'sage.matrix.matrix0.Matrix' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/ideal.py:1286(is_principal)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:1200(ngens)
        2    0.000    0.000    0.000    0.000 {method 'is_mutable' of 'sage.matrix.matrix0.Matrix' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3109(additional_structure)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        2    0.000    0.000    0.000    0.000 {method 'set_immutable' of 'sage.matrix.matrix0.Matrix' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/covariant_functorial_construction.py:460(extra_super_categories)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:1950(_axiom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:430(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_ast.py:1034(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_lexer.py:482(t_INT_CONST_DEC)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2331(base_category)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1048(additional_structure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/numpy/_core/multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/modules.py:182(additional_structure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/bimodules.py:181(additional_structure)


